VI,31,32,33,34,35,36,37,38,39,40,41,39,42,43,44,45,46,47,48,49,50,51,49,52,53
МЖ9 10,32,46,34,33,53,,,,,,,,,,,,,,,,,,,,
Ж14,47,46,45,34,33,32,48,52,51,50,49,53,,,,,,,,,,,,,
Ж12,32,46,33,47,48,52,51,50,49,53,,,,,,,,,,,,,,,
